"Website","Title","Author","Publication Date","Link","Picture Link","Category","Topic","Relevance"
"Vedomosti.ru","Строившая «Лахта-центр» компания пытается продать свои активы","Екатерина Волкова","2025-09-05T00:20:59","https://www.vedomosti.ru/realty/articles/2025/09/05/1136785-stroivshaya-lahta-tsentr-kompaniya-pitaetsya-prodat-aktivi","https://cdn.vdmsti.ru/image/2025/6v/16ve6o/normal-1jkb.png","Недвижимость / Коммерческая недвижимость","Politics","1"
"RT","The pirates of Israeli supremacy: The West’s favorite rogue state has done it again","RT","2025-10-02T14:55:10","https://www.rt.com/news/625763-israel-gaza-flotilla-impunity/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.10/thumbnail/68de840e85f540434b1f0edc.jpg","Мнения","Science and tech","1"
"RT","Russia and China remain our strategic partners – South African deputy FM","RT","2025-12-22T12:16:12","https://www.rt.com/africa/629871-russia-china-remain-pretoria-strategic-partners/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/69491baf85f5403f704e14fb.png","","Unknown","2"
"RT","India announces $450 million aid to Sri Lanka","RT","2025-12-23T17:23:21","https://www.rt.com/india/629923-india-announces-450-million-aid/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/694a93ea85f540476062a384.jpg","","Unknown","4"
"TASS","Экс-депутату Мосгордумы Круглову продлили арест до конца февраля","","2025-12-23T21:12:04","https://tass.ru/obschestvo/26000099","","Общество","Politics","4"
"RT","Popularity of Russian cartoon ‘cringe of the day’ – Kiev propaganda outlet","RT","2025-08-27T20:22:05","https://www.rt.com/pop-culture/623604-russian-kids-cartoon-top-ukraine/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.08/thumbnail/68af545585f54067464801d5.png","Поп-культура","Politics","1"
"Vedomosti.ru","Путин не исключил переиспользования военных дронов в логистике","Ведомости","2025-12-19T17:36:23","https://www.vedomosti.ru/politics/news/2025/12/19/1164878-pereispolzovaniya-voennih-dronov","https://cdn.vdmsti.ru/image/2025/9t/11i6cv/normal-1clw.png","Политика / Власть","Politics","1"
"Vedomosti.ru","Продажи новостроек в Московском регионе вернулись на уровень прошлого года","Мария Асиновская","2025-08-08T01:20:46","https://www.vedomosti.ru/realty/articles/2025/08/08/1130161-prodazhi-novostroek-v-moskovskom-regione-vernulis-na-uroven-proshlogo-goda","https://cdn.vdmsti.ru/image/2025/63/1cqanq/normal-1r5l.jpg","Недвижимость / Жилая недвижимость","Society","1"
"RT","Jimmy Kimmel suspended over ‘offensive’ Charlie Kirk comments","RT","2025-09-18T00:33:54","https://www.rt.com/pop-culture/624844-jimmy-kimmel-taken-off-air/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.09/thumbnail/68cb52dc2030272df264b0d6.jpg","Поп-культура","Culture","1"
"RT","US increasingly frustrated with EU over trade deal – FT","RT","2025-11-17T11:07:27","https://www.rt.com/business/627886-us-frustrated-eu-trade-deal/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.11/thumbnail/691af97f20302749304242cc.jpg","Бизнес","Politics","1"
"Vedomosti.ru","Новостройки бизнес-класса в Москве оказались аутсайдерами по темпам роста цен","Мария Асиновская","2025-09-11T01:30:41","https://www.vedomosti.ru/realty/articles/2025/09/11/1138398-novostroiki-biznes-klassa-v-moskve-okazalis-autsaiderami","https://cdn.vdmsti.ru/image/2025/71/1d0pp9/normal-1rj3.jpg","Недвижимость / Жилая недвижимость","Politics","1"
"Vedomosti.ru","ЦПК: российские космонавты готовы работать на будущей лунной станции","Ведомости","2025-12-16T14:22:16","https://www.vedomosti.ru/technology/news/2025/12/16/1163706-rossiiskie-kosmonavti-gotovi","https://cdn.vdmsti.ru/image/2025/9q/uq809/normal-13to.jpg","Технологии / Наукоемкие технологии","Politics","1"
"RT","Musk planning ‘robot army’ – media","RT","2025-10-24T09:22:34","https://www.rt.com/business/626897-musk-army-robots-tesla-influence/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.10/thumbnail/68fb42f985f540722b0c2441.jpg","Бизнес","Politics","1"
"Lenta.ru","В России прокомментировали подрыв генерал-лейтенанта в Москве","Юлия Сычева","2025-12-22T10:40:00","https://lenta.ru/news/2025/12/22/v-rossii-prokommentirovali-ubiystvo-rossiyskogo-general-mayora-v-moskve/","https://icdn.lenta.ru/images/2025/12/22/10/20251222102158877/pic_b00e0dbccc1a765421b66de6e3bf614a.jpg","Россия","Politics","2"
"RT","Ozzy Osbourne to be honored at Moscow rock festival","RT","2025-08-25T17:09:19","https://www.rt.com/pop-culture/623504-ozzy-osbourne-moscow-tribute/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.08/thumbnail/68ac973b20302757675355e2.jpg","Поп-культура","Culture","1"
"Vedomosti.ru","Ozon купит около 500 грузовых автомобилей «Камаза» «Компас»","Лиана Липанова","2025-11-19T00:54:01","https://www.vedomosti.ru/business/articles/2025/11/19/1156078-ozon-kupit-500-gruzovih-avtomobilei-kompas","https://cdn.vdmsti.ru/image/2025/8y/1ejkp1/normal-1ti7.jpg","Бизнес / Торговля и услуги","Health","1"
"Vedomosti.ru","Reuters: пошлины Трампа остаются высокими для некрупных автоконцернов Японии","Ведомости","2025-09-05T13:05:04","https://www.vedomosti.ru/auto/news/2025/09/05/1137054-poshlini-trampa","https://cdn.vdmsti.ru/image/2025/6w/rmpw6/normal-zt6.jpg","Авто / Автомобильная промышленность","Politics","1"
"Vedomosti.ru","Как расширение тарифного коридора повлияет на стоимость ОСАГО","Мария Викулова","2025-12-01T01:30:10","https://www.vedomosti.ru/finance/articles/2025/12/01/1159427-kak-rasshirenie-tarifnogo-koridora-povliyaet-na-stoimost-osago","https://cdn.vdmsti.ru/image/2025/9b/37n7k/normal-45w.jpg","Финансы / Страхование","Economics","1"
"RT","Top 0.001% holds three times more wealth than poorest half of humanity – report","RT","2025-12-10T16:42:11","https://www.rt.com/business/629264-global-inequality-gap-widens/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/69399bae2030271bcf27259d.jpg","Бизнес","Science and tech","1"
"Lenta.ru","«Это эксклюзивно» Москвичка годами собирала уникальные вещи. Теперь их может увидеть каждый","Петр Каменченко","2025-12-12T00:02:00","https://lenta.ru/articles/2025/12/12/farfor/","https://icdn.lenta.ru/images/2025/07/21/17/20250721171945741/pic_8f53c583524aa359b49820dd184a002e.jpg","Моя страна","Unknown","1"
"Vedomosti.ru","США продлили лицензию на операции с АЗС «Лукойла» до конца апреля","Ведомости","2025-12-04T18:40:22","https://www.vedomosti.ru/business/news/2025/12/04/1160648-prodlili-litsenziyu-lukoila","https://cdn.vdmsti.ru/image/2025/9e/13wuv6/normal-1fq6.png","Бизнес / ТЭК","Politics","1"
"RT","Russia to crack down on shadow economy","RT","2025-11-25T14:51:59","https://www.rt.com/business/628399-siluanov-russia-crackdown-shadow-economy/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.11/thumbnail/6925be9085f54040554f17a3.jpg","Бизнес","Politics","1"
"Vedomosti.ru","Компаниям придется учиться объединять сотрудников разных поколений","Мария Шакирова","2025-10-20T00:39:50","https://www.vedomosti.ru/management/articles/2025/10/20/1148086-kompaniyam-pridetsya-uchitsya-obedinyat-sotrudnikov-raznih-pokolenii","https://cdn.vdmsti.ru/image/2025/85/1ezkv/normal-1u2.jpg","Менеджмент / Рынок труда","Economics","1"
"RT","Elon Musk and the EU jokers deserve each other","RT","2025-12-08T18:02:28","https://www.rt.com/news/629183-elon-musk-eu-x/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/6936f20485f5404eac48b384.jpg","Мнения","Politics","1"
"RT","Blocking Russian asset sale could trigger oil supply crisis – trader ","RT","2025-11-05T12:07:45","https://www.rt.com/business/627356-lukoil-gunvor-deal/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.11/thumbnail/690b3a8385f54056e9723506.jpg","Бизнес","Politics","1"
"Vedomosti.ru","Банк России 30 декабря зафиксирует курс валют до конца праздников","Ведомости","2025-12-12T12:12:23","https://www.vedomosti.ru/finance/news/2025/12/12/1162752-zafiksiruet-kurs","","Финансы","Politics","1"
"Vedomosti.ru","Рябков: РФ гарантирует безопасность Калининградской области всей своей мощью","Ведомости","2025-12-22T16:52:20","https://www.vedomosti.ru/politics/news/2025/12/22/1165397-rf-garantiruet-bezopasnost","https://cdn.vdmsti.ru/image/2025/9w/zh7o6/normal-19z9.png","Политика","Politics","2"
"Vedomosti.ru","Верховный суд признал приоритет налогового залога в банкротстве","""Георгий Недогибченко, Дарья Мосолкина""","2025-12-22T00:07:50","https://www.vedomosti.ru/economics/articles/2025/12/22/1165158-verhovnii-sud-pomenyal-mnenie","https://cdn.vdmsti.ru/image/2025/9w/4csi/normal-5o.jpg","Экономика / Налоги и сборы","Economics","2"
"Vedomosti.ru","«Шереметьево» с 2026 года повысит тарифы для авиакомпаний","Ведомости","2025-12-22T18:58:21","https://www.vedomosti.ru/business/news/2025/12/22/1165468-sheremetevo-s-2026","https://cdn.vdmsti.ru/image/2025/9w/14hkjq/normal-1gh0.png","Бизнес / Транспорт","Economics","2"
"RT","CIS conducting trade almost entirely in national currencies – Putin","RT","2025-12-22T14:11:20","https://www.rt.com/business/629885-putin-national-currencies/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/694951592030272a6e670844.jpg","","Unknown","2"
"Vedomosti.ru","Путин: разработан второй пакет мер по защите граждан РФ в цифровой среде","Ведомости","2025-12-09T17:26:32","https://www.vedomosti.ru/technology/news/2025/12/09/1161831-razrabotan-vtoroi-paket-mer","https://cdn.vdmsti.ru/image/2025/9j/11hkkn/normal-1cl4.png","Технологии / Интернет и digital","Politics","1"
"RT","Microsoft kills Skype","RT","2025-05-05T17:07:19","https://www.rt.com/pop-culture/616814-skype-officially-shuts-down/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.05/thumbnail/6818dfe885f54018c926547a.jpg","Поп-культура","Culture","1"
"RT","Actress Diane Keaton dead at 79","RT","2025-10-11T20:01:13","https://www.rt.com/pop-culture/626238-diane-keaton-dies-oscar/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.10/thumbnail/68eab39a85f5400d041b22f6.jpg","Поп-культура","Culture","1"
"Vedomosti.ru","Правительство ужесточило требования к детским автокреслам","Ведомости","2025-07-19T10:28:38","https://www.vedomosti.ru/society/news/2025/07/19/1125464-pravitelstvo-uzhestochilo","","Общество","Politics","1"
"Lenta.ru","""Лучшие игры 2025 года: топ-25 главных игр для ПК, PlayStation и Xbox""","Кирилл Юрьев","2025-12-19T12:56:35","https://lenta.ru/articles/2025/12/19/luchshie-igry-2025-goda/","https://icdn.lenta.ru/images/2025/12/12/18/20251212182818318/pic_f88a65b2bee712a4a6b521d37d92d0a6.jpeg","Наука и техника","Science and tech","1"
"RT","Elon Musk wants to abolish the EU. He has a point","RT","2025-12-07T20:11:55","https://www.rt.com/news/629149-musk-abolish-eu-x/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/69368f3120302718033a0f98.jpg","Мнения","Politics","1"
"RT","Russians ramp up spending on foreign holidays – data","RT","2025-09-23T20:01:27","https://www.rt.com/business/625134-russians-ramp-spending-foreign-holidays/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.09/thumbnail/68d2bb7b85f5405537449ada.jpg","Бизнес","Politics","1"
"Vedomosti.ru","Выпускники колледжей чаще всего идут в водители и менеджеры по продажам","Мария Шакирова","2025-05-06T00:02:39","https://www.vedomosti.ru/management/articles/2025/05/06/1108483-vipuskniki-kolledzhei-idut-v-voditeli-i-menedzheri","https://cdn.vdmsti.ru/image/2025/3i/wl7/normal-17.jpg","Менеджмент / Рынок труда","Economics","1"
"RT","EU should be ready to engage with Russia – Macron","RT","2025-12-19T12:40:33","https://www.rt.com/news/629743-eu-should-ready-diplomacy-russia-macron/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/694533e32030277c0c5faced.jpg","Новости","Politics","1"
"Vedomosti.ru","ЦБ: средняя ставка по вкладам в топ-10 банков увеличилась впервые с начала года","Ведомости","2025-11-26T11:45:46","https://www.vedomosti.ru/finance/news/2025/11/26/1158194-srednyaya-stavka","https://cdn.vdmsti.ru/image/2025/96/ohl9z/normal-vqk.jpg","Финансы / Банки","Economics","1"
"RT","US allies dissatisfied with Trump’s foreign policy shift – poll","RT","2025-12-23T14:30:48","https://www.rt.com/news/629926-politico-poll-us-ally-opinions/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/694aa6ec20302726647d6407.jpg","","Unknown","3"
"Vedomosti.ru","«Яндекс» рассматривает продажу «Авто.ру»","Ведомости","2025-12-22T09:46:09","https://www.vedomosti.ru/business/news/2025/12/22/1165192-yandeks-rassmatrivaet","https://cdn.vdmsti.ru/image/2025/9w/k67ti/normal-q56.jpg","Бизнес / Транспорт","Politics","2"
"Vedomosti.ru","Минсельхоз может связать получение льготных кредитов со страхованием посевов","Ведомости","2025-12-23T10:13:05","https://www.vedomosti.ru/business/news/2025/12/23/1165574-minselhoz-mozhet-svyazat","https://cdn.vdmsti.ru/image/2025/9x/lf8mc/normal-rri.jpg","Бизнес / Агропром","Economics","3"
"Vedomosti.ru","Московский арбитраж поручил взыскать с ГК ПИК более 8 млрд рублей","""Екатерина Волкова, Галина Казакулова""","2025-10-02T00:26:38","https://www.vedomosti.ru/realty/articles/2025/10/02/1143577-moskovskii-arbitrazh-poruchil-vziskat-s-gk-pik-bolee-8-mlrd-rub","https://cdn.vdmsti.ru/image/2025/7m/1c96au/normal-1qje.png","Недвижимость / Жилая недвижимость","Economics","1"
"Vedomosti.ru","«Камаз» закончил полугодие с убытком 31 млрд рублей","Артем Гришков","2025-08-29T21:17:16","https://www.vedomosti.ru/auto/articles/2025/08/29/1135244-kamaz-zakonchil-polugodie","https://cdn.vdmsti.ru/image/2025/6p/19jx3o/normal-1n1d.jpg","Авто / Автомобильная промышленность","Politics","1"
"Lenta.ru","""Какие мужские стрижки будут в моде в 2026 году? Главные тренды на короткие, средние и длинные волосы""","Даниэль Тильмен","2025-12-15T17:35:49","https://lenta.ru/articles/2025/12/15/kakie-muzhskie-strizhki-budut-v-mode-v-2026-godu/","https://icdn.lenta.ru/images/2025/12/09/17/20251209172704794/pic_a0750d83835c82c4291f42d6fbd60ee9.jpg","Ценности","Society","1"
"Lenta.ru","В России ответили на обвинения в притязании на территории Европы","Варвара Кошечкина","2025-12-22T14:10:00","https://lenta.ru/news/2025/12/22/v-rossii-otvetili-na-obvineniya-v-prityazanii-na-territorii-evropy/","https://icdn.lenta.ru/images/2025/12/22/14/20251222140617113/pic_2364f2448ec783306fabc7146158a78f.jpg","Россия","Politics","2"
"Vedomosti.ru","""Мошенники похитили у россиян более 1,5 млрд рублей с помощью одного приложения""","Мария Арялина","2025-12-01T00:57:29","https://www.vedomosti.ru/technology/articles/2025/12/01/1159422-moshenniki-pohitili-u-rossiyan-s-pomoschyu-odnogo-prilozheniya","https://cdn.vdmsti.ru/image/2025/9b/21obw/normal-2nh.jpg","Технологии / ИТ-бизнес","Politics","1"
"Vedomosti.ru","""Число несчастных случаев на производстве за 10 лет сократилось в 1,5 раза""","","2024-09-11T17:01:56","https://www.vedomosti.ru/management/news/2024/09/11/1061625-chislo-neschastnih","https://cdn.vdmsti.ru/image/2024/73/zljr3/normal-1a4v.jpg","Менеджмент / Рынок труда","Politics","1"
"Vedomosti.ru","«Путь к авангарду»: Малевич и Кабаков как опора для духовного выживания","Александр Быковский","2025-09-12T00:01:34","https://www.vedomosti.ru/opinion/columns/2025/09/12/1138643-put-k-avangardu-malevich-i-kabakov","https://cdn.vdmsti.ru/image/2025/72/10byfb/normal-1b34.jpg","Мнения","Travels and tourism","1"
"Vedomosti.ru","Михаил Пиотровский: «Музей – это код нации»","""Николай Корнацкий, Мария Истомина""","2025-10-09T01:01:40","https://www.vedomosti.ru/lifestyle/characters/2025/10/09/1145401-mihail-piotrovskii","https://cdn.vdmsti.ru/image/2025/7t/19emey/normal-1mug.jpg","Стиль жизни / Интервью","Science and tech","1"
"Vedomosti.ru","Заботкин: число работников с неполной занятостью увеличилось до 200 000 человек","Ведомости","2025-09-02T17:10:37","https://www.vedomosti.ru/economics/news/2025/09/02/1136018-chislo-rabotnikov","https://cdn.vdmsti.ru/image/2025/6t/10nihm/normal-1bi4.png","Экономика / Макроэкономика и бюджет","Economics","1"
"RT","China reveals outcome of key US trade talks","RT","2025-10-30T17:39:47","https://www.rt.com/business/627160-china-outcome-us-trade-deal/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.10/thumbnail/6903a15885f54047bc0808a8.jpg","Бизнес","Politics","1"
"RG","""Орешкин анонсировал экспертный форум Открытого диалога в НЦ """"Россия"""" в конце января""","RG","2025-12-23T18:31:34","https://rg.ru/2025/12/23/oreshkin-anonsiroval-ekspertnyj-forum-otkrytogo-dialoga-v-nc-rossiia-v-konce-ianvaria.html","","","Unknown","4"
"RT","Maduro would be ‘smart’ to get out – Trump","RT","2025-12-23T08:37:36","https://www.rt.com/news/629905-trump-maduro-regime-change/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/694a4b5c85f5403f4875969a.jpg","","Unknown","3"
"Vedomosti.ru","В Петербурге открылось заседание Высшего Евразийского экономического совета","Ведомости","2025-12-21T17:28:24","https://www.vedomosti.ru/politics/news/2025/12/21/1165099-otkrilos-zasedanie-soveta","https://cdn.vdmsti.ru/image/2025/9v/11aig8/normal-1cbx.png","Политика / Международные отношения","Politics","2"
"Lenta.ru","""«Она сказала, что это секретная информация и квартиру она не продает» Верховный суд опубликовал неизвестные детали дела Долиной""","Олеся Мицкевич","2025-12-18T16:24:00","https://lenta.ru/articles/2025/12/18/larisa/","https://icdn.lenta.ru/images/2025/12/18/13/20251218132210530/pic_ad036404ef017efca7a0dc7eea79e627.jpg","Силовые структуры","Politics","1"
"RT","In case you still doubt Ukraine’s neo-Nazi problem","RT","2025-11-05T14:37:45","https://www.rt.com/news/627375-ukraine-neo-nazi-problem/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.11/thumbnail/690b5ba7203027385b208f0d.jpg","Мнения","Politics","1"
"Vedomosti.ru","В «Сбере» оценили вклад пятиступенчатой шкалы НДФЛ в замедление зарплат","Ксения Котченко","2025-12-23T00:28:22","https://www.vedomosti.ru/economics/articles/2025/12/23/1165533-v-sbere-otsenili-vklad-pyatistupenchatoi-shkali","https://cdn.vdmsti.ru/image/2025/9w/1dg63z/normal-1s36.png","Экономика / Макроэкономика и бюджет","Economics","3"
"Vedomosti.ru","""НБКИ: средний срок потребкредитов увеличился на 8,9% в октябре""","Ведомости","2025-11-24T09:34:33","https://www.vedomosti.ru/finance/news/2025/11/24/1157412-nbki-srednii-srok","https://cdn.vdmsti.ru/image/2025/94/k4hww/normal-q2y.jpg","Финансы / Банки","Economics","1"
"RT","RT rolls into world’s most famous metro (PHOTOS/VIDEO)","RT","2025-12-18T16:35:25","https://www.rt.com/russia/629643-rt-moscow-metro-anniversary-train/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/6944256d2030276f6c5b316d.JPG","Россия","Politics","1"
"RT","Israel will never leave Gaza – defense minister","RT","2025-12-23T18:55:56","https://www.rt.com/news/629935-israel-never-leave-gaza/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/694ae4742030274fe37e2a38.jpg","Новости","Travels and tourism","4"
"Vedomosti.ru","«Земун» получил косвенный контроль над сетью «О'кей»","Ведомости","2025-12-11T10:20:25","https://www.vedomosti.ru/business/news/2025/12/11/1162336-kontrol-nad-okei","https://cdn.vdmsti.ru/image/2025/9l/lx97k/normal-sew.jpg","Бизнес / Торговля и услуги","Politics","1"
"Vedomosti.ru","Маск согласился со словами Габбард о попытке сорвать мирный план по Украине","Ведомости","2025-12-21T14:32:06","https://www.vedomosti.ru/politics/news/2025/12/21/1165085-mask-soglasilsya-so-slovami","","Политика / Международные новости","Politics","2"
"Vedomosti.ru","Володин: коврижки и аплодисменты Запада ведут к одним проблемам","Ведомости","2025-12-23T12:41:41","https://www.vedomosti.ru/politics/news/2025/12/23/1165655-aplodismenti-zapada","https://cdn.vdmsti.ru/image/2025/9x/qq6rq/normal-ymz.jpg","Политика / Международные отношения","Politics","3"
"Vedomosti.ru","«Голубчик»: вопль одиночества","Наталья Витвицкая","2025-11-14T00:13:00","https://www.vedomosti.ru/opinion/columns/2025/11/14/1154809-golubchik-vopl-odinochestva","https://cdn.vdmsti.ru/image/2025/8u/5lum/normal-7a.jpg","Мнения","Politics","1"
"Vedomosti.ru","Рябков: Россия готова юридически зафиксировать ненападение на страны НАТО","Ведомости","2025-12-22T15:24:12","https://www.vedomosti.ru/politics/news/2025/12/22/1165367-nenapadenie-na-nato","https://cdn.vdmsti.ru/image/2025/9w/wyjd7/normal-16pr.jpg","Политика / Международные отношения","Politics","2"
"Vedomosti.ru","Ставки по вкладам в топ-20 банках снизились вслед за ключевой","Ведомости","2025-12-22T17:09:10","https://www.vedomosti.ru/finance/news/2025/12/22/1165400-stavki-v-top-20","https://cdn.vdmsti.ru/image/2025/9w/10dme8/normal-1b5a.png","Финансы / Банки","Economics","2"
"Lenta.ru","Как правильно стирать джинсы в стиральной машинке? Советы для очистки разных пятен","","2025-12-15T17:35:23","https://lenta.ru/articles/2025/12/15/kak-pravilno-stirat-dzhinsy-v-stiralnoy-mashinke/","https://icdn.lenta.ru/images/2025/12/09/11/20251209113217580/pic_5baf43c9e2aee0c23cfd78f36013f8b9.jpg","Россия","Politics","1"
"Vedomosti.ru","Исповедь рабыни интернет-торговли Герману Грефу","Ирина Казьмина","2025-11-27T10:28:17","https://www.vedomosti.ru/business/columns/2025/11/27/1158491-ispoved-grefu","https://cdn.vdmsti.ru/image/2025/97/22gpl/normal-2oj.jpg","Бизнес / Торговля и услуги","Science and tech","1"
"RT","US views EU as an ‘impotent force’ after failed Russian asset grab – Economist","RT","2025-12-20T17:08:25","https://www.rt.com/news/629825-us-eu-impotent-failed-asset-grab/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/6946d70d85f5400b475f40c3.jpg","","Unknown","1"
"RT","NATO nation’s troops lack winter gear despite supplying Ukraine – media","RT","2025-12-23T10:46:35","https://www.rt.com/news/629911-norway-troops-lack-winter-clothes/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/694a68bc2030271d27557d73.jpg","","Unknown","3"
"Vedomosti.ru","Бизнес начал доплачивать сотрудникам за трудоустройство их друзей","""Екатерина Волкова, Мария Подцероб""","2023-12-19T00:09:54","https://www.vedomosti.ru/management/articles/2023/12/19/1011736-biznes-nachal-doplachivat-sotrudnikam-za-trudoustroistvo-ih-druzei","https://cdn.vdmsti.ru/image/2023/9s/1b38jd/normal-1p10.jpg","Менеджмент","Politics","1"
"RT","Trump suspends legendary ‘green card’ lottery program","RT","2025-12-19T11:45:28","https://www.rt.com/news/629714-trump-suspends-green-card-lottery/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/69453a4e203027051b1c0e17.jpg","Новости","Culture","1"
"Vedomosti.ru","Спортивные федерации в России переносят споры в национальный арбитраж","""Георгий Недогибченко, Яна Суринская""","2025-09-01T02:53:13","https://www.vedomosti.ru/society/articles/2025/09/01/1135432-sportivnie-federatsii-v-rossii-perenosyat-spori-v-natsionalnii-arbitrazh","https://cdn.vdmsti.ru/image/2025/6s/7n0e0/normal-9wf.jpg","Общество","Politics","1"
"Vedomosti.ru","Бизнес попросил президента поручить доработку федерального инвествычета","""Дарья Мосолкина, Анастасия Бойко""","2025-12-23T18:26:51","https://www.vedomosti.ru/economics/articles/2025/12/23/1165797-biznes-poprosil-prezidenta","https://cdn.vdmsti.ru/image/2025/9x/13hflz/normal-1f66.jpg","Экономика / Налоги и сборы","Politics","4"
"Vedomosti.ru","«Вольный стрелок»: пуля чудес","Богдан Королек","2025-10-24T01:32:53","https://www.vedomosti.ru/opinion/columns/2025/10/24/1149398-volnii-strelok-pulya-chudes","https://cdn.vdmsti.ru/image/2025/89/36lfx/normal-44i.jpg","Мнения","Politics","1"
"Lenta.ru","Что подарить девушке на Новый год — 2026: оригинальные идеи подарков","Юлия Козинцева","2025-12-19T16:45:00","https://lenta.ru/articles/2025/12/19/chto-podarit-devushke-na-novyy-god/","https://icdn.lenta.ru/images/2023/10/10/17/20231010173455533/pic_4843b6db7b77b746cd360ed73274328a.jpg","Забота о себе","Science and tech","1"
"Lenta.ru","«Землевладелец» — один из самых популярных сериалов года. Почему весь мир увлечен богатой жизнью американских нефтяников?","Илья Кролевский","2025-12-10T00:01:23","https://lenta.ru/articles/2025/12/10/zemlevladelets-odin-iz-samyh-populyarnyh-serialov-goda/","https://icdn.lenta.ru/images/2025/12/09/12/20251209122613552/pic_acee47f16ceef40a067d6c54f0b0df40.jpg","Культура","Politics","1"
"Vedomosti.ru","Президент Бразилии ожидает катастрофу в случае начала войны США и Венесуэлы","Ведомости","2025-12-21T12:19:45","https://www.vedomosti.ru/politics/news/2025/12/21/1165072-prezident-brazilii-ozhidaet","","Политика / Международные отношения","Politics","2"
"Vedomosti.ru","«Е-ее-ее!»: солнце взойдет","Наталья Витвицкая","2025-06-06T01:08:27","https://www.vedomosti.ru/opinion/columns/2025/06/06/1115421-e-ee-ee-solntse-vzoidet","https://cdn.vdmsti.ru/image/2025/4c/1bui8s/normal-1q0e.jpg","Мнения","Unknown","1"
"RG","""""""Живые"""" страховые агенты остаются востребованы""","RG","2025-12-23T20:32:07","https://rg.ru/2025/12/23/chelovecheskij-faktor.html","","","Unknown","4"
"Vedomosti.ru","«Профессия актера приводит к одиночеству»: как Ален Делон стал секс-символом эпохи","""Анастасия Винницкая, Юлия Брайцева""","2025-11-08T08:21:13","https://www.vedomosti.ru/lifestyle/galleries/2025/11/08/1153024-professiya-aktera-privodit","https://cdn.vdmsti.ru/image/2025/8n/1069im/normal-1avr.jpg","Стиль жизни / Культура","Politics","1"
"Vedomosti.ru","Как живет тесная зимняя столица Египта Каир и зачем они с Москвой друг другу","Илья Лакстыгал","2025-12-22T00:01:00","https://www.vedomosti.ru/politics/articles/2025/12/22/1165155-kak-zhivet-kair","https://cdn.vdmsti.ru/image/2025/9v/1f7ju7/normal-1ud9.jpg","Политика / Международные отношения","Politics","2"
"RT","Western media peddle Russia’s ‘abduction’ of Ukrainian children to prolong the proxy war","RT","2025-12-18T19:20:14","https://www.rt.com/news/629634-western-media-russia-ukraine-children/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/694453e085f54057341ae376.jpg","Новости","Politics","1"
